train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5,0.5,0.99913,0.66647,0.50042,1.0195764407168988,1753.6714780330658,0.5,0.5,0.99864,0.66636,0.50042,1.0271511571608707,376.96447467803955,0.5,0.5,0.99966,0.66659,0.50037,1.039046689745498,379.2520417571068,1713387790,,False,1,9ce80e94,2024-04-17_23-03-10,683.3073754310608,683.3073754310608,34304,AT-MB-PC-E13,127.0.0.1,683.3073754310608,1,3
0.8616,0.85493,0.871,0.86289,0.95586,0.2527611973329967,434.7492594127543,0.93799,0.93385,0.94276,0.93828,0.99031,0.12356803151055643,45.34946756437421,0.94424,0.94402,0.9445,0.94426,0.99198,0.11304606161246153,41.26181248854846,1713388428,,False,2,9ce80e94,2024-04-17_23-13-48,638.0042104721069,1321.3115859031677,34304,AT-MB-PC-E13,127.0.0.1,1321.3115859031677,2,3
0.95058,0.95088,0.95025,0.95057,0.99299,0.10817682081535675,186.0641318024136,0.96269,0.96411,0.96116,0.96263,0.99574,0.08509882678031479,31.231269428375526,0.9618,0.96291,0.9606,0.96176,0.9952,0.09412598458552504,34.35598437371664,1713389066,,False,3,9ce80e94,2024-04-17_23-24-26,638.3829610347748,1959.6945469379425,34304,AT-MB-PC-E13,127.0.0.1,1959.6945469379425,3,3
0.96512,0.96348,0.96688,0.96518,0.99625,0.07842526909659027,134.89146284613525,0.93799,0.91521,0.96542,0.93965,0.98704,0.1694885878404983,62.20231173746288,0.94005,0.91355,0.97208,0.94191,0.98847,0.16138345552098057,58.90496126515791,1713389704,,False,4,9ce80e94,2024-04-17_23-35-04,638.2059767246246,2597.900523662567,34304,AT-MB-PC-E13,127.0.0.1,2597.900523662567,4,3
0.96965,0.96877,0.97059,0.96968,0.99711,0.06765048596007969,116.35883585133706,0.97172,0.95618,0.98876,0.97219,0.9975,0.06177866336942221,22.672769456577953,0.97362,0.96083,0.9875,0.97398,0.99776,0.05639345646271329,20.58361160889035,1713390342,,False,5,9ce80e94,2024-04-17_23-45-42,637.4690973758698,3235.369621038437,34304,AT-MB-PC-E13,127.0.0.1,3235.369621038437,5,3
0.97131,0.96964,0.97309,0.97136,0.99746,0.06336529894122281,108.98831417890324,0.97257,0.97993,0.96491,0.97236,0.99792,0.058754931719246006,21.563059940963285,0.97576,0.98162,0.96968,0.97561,0.99836,0.05122998677651009,18.698945173426182,1713390980,,False,6,9ce80e94,2024-04-17_23-56-20,638.2505440711975,3873.6201651096344,34304,AT-MB-PC-E13,127.0.0.1,3873.6201651096344,6,3
0.97156,0.97169,0.97142,0.97155,0.99763,0.060604384239220876,104.23954089145991,0.97547,0.97775,0.97308,0.97541,0.99833,0.05101788092143859,18.723562298167963,0.97396,0.97461,0.97328,0.97395,0.99797,0.05449988475629154,19.892457936046412,1713391618,,False,7,9ce80e94,2024-04-18_00-06-58,638.0664958953857,4511.68666100502,34304,AT-MB-PC-E13,127.0.0.1,4511.68666100502,7,3
0.97298,0.97278,0.9732,0.97299,0.99781,0.05824343456722915,100.17870745563414,0.97359,0.95844,0.99012,0.97402,0.99824,0.054300579832276305,19.928312798445404,0.97516,0.96064,0.99092,0.97555,0.99864,0.0467607654876527,17.067679402993235,1713392257,,False,8,9ce80e94,2024-04-18_00-17-37,638.8354873657227,5150.522148370743,34304,AT-MB-PC-E13,127.0.0.1,5150.522148370743,8,3
0.9722,0.97303,0.97133,0.97218,0.99774,0.05941707252406961,102.19736474139972,0.97462,0.97109,0.97836,0.97471,0.9982,0.05269430901398292,19.338811408131733,0.97722,0.97575,0.97876,0.97725,0.9987,0.044855459109215824,16.372242574863776,1713392895,,False,9,9ce80e94,2024-04-18_00-28-15,637.8626120090485,5788.384760379791,34304,AT-MB-PC-E13,127.0.0.1,5788.384760379791,9,3
0.97342,0.97268,0.9742,0.97344,0.99796,0.056387056178148265,96.98573662641502,0.97496,0.97723,0.97257,0.9749,0.99826,0.05200532789086594,19.0859553359478,0.97619,0.97931,0.97294,0.97611,0.99849,0.048694011274316946,17.773314115125686,1713393533,,False,10,9ce80e94,2024-04-18_00-38-53,637.8601377010345,6426.244898080826,34304,AT-MB-PC-E13,127.0.0.1,6426.244898080826,10,3
